booking_id,airline,travel_year,travel_month,lead_time,adults,children,infants,country,agent,corporate_account,cabin_class,fare,is_cancelled,booking_channel,reservation_status,reservation_status_date,checked_bags,seat_changes
AL512330,Akasa Air,2025,June,86,2,NA,0,IND,167,,Economy,11238.02,0,Travel Agent,Check-Out,2025-06-22,1,1
AL503998,Air India,2025,December,97,1,0,0,IND,262,,Economy,9815.36,0,Travel Agent,Check-Out,2026-01-07,2,0
AL505788,AirAsia India,2025,May,38,1,0,1,ARE,300,,Economy,12882.53,0,Mobile App,Check-Out,2025-06-05,1,2
AL513005,IndiGo,2025,May,46,2,0,0,IND,196,,Economy,3866.96,1,Website,Canceled,2025-06-10,2,1
AL515190,Akasa Air,2025,February,92,1,NA,0,SGP,338,,Business,19437.6,0,Corporate Desk,Check-Out,2025-02-16,1,1
AL511369,SpiceJet,2024,March,90,1,0,0,THA,191,,Premium Economy,13861.41,0,Mobile App,Check-Out,2024-04-19,2,0
AL500205,Air India,2024,April,10,1,0,0,IND,,,Economy,6117.35,0,Website,Check-Out,2024-05-06,3,1
AL515298,Akasa Air,2026,July,92,4,0,0,IND,143,C396,Business,27215.39,0,Corporate Desk,Check-Out,2026-08-19,2,1
AL513062,Air India,2024,November,116,2,0,1,QAT,31,,Economy,8303.16,0,Website,Check-Out,2024-12-04,2,2
AL500347,AirAsia India,2026,January,24,1,0,1,ARE,11,C873,Business,19517.22,0,Travel Agent,Check-Out,2026-02-08,3,0
AL513611,IndiGo,2025,September,12,1,0,0,ARE,316,,Economy,10262.37,1,Airport Counter,Canceled,2025-09-24,2,0
AL506655,Akasa Air,2025,February,136,1,0,0,AUS,213,,Economy,5942.98,0,Corporate Desk,Check-Out,2025-03-10,3,1
AL509558,AirAsia India,2025,May,79,1,0,0,GBR,266,,Premium Economy,12551.3,0,Travel Agent,No-Show,2025-05-21,2,2
AL514189,SpiceJet,2024,September,63,2,0,0,IND,17,,Economy,10024.99,0,Website,Check-Out,2024-10-07,3,2
AL507865,IndiGo,2024,January,97,1,,0,THA,276,,Economy,8994.99,0,Airport Counter,Check-Out,2024-02-24,0,1
AL506557,AirAsia India,2024,November,11,2,0,0,QAT,12,,Economy,10369.86,0,Airport Counter,Check-Out,2024-12-14,1,0
AL501193,Akasa Air,2025,October,51,1,0,0,IND,295,C347,Economy,7003.63,1,Travel Agent,Canceled,2025-10-19,3,0
AL506821,AirAsia India,2025,October,34,3,0,0,USA,141,,Premium Economy,10109.74,0,Travel Agent,Check-Out,2025-10-09,1,1
AL508448,Air India,2025,November,79,2,0,0,ARE,70,,Economy,7596.41,0,Website,Check-Out,2025-11-30,2,2
AL509688,Akasa Air,2025,March,42,1,0,0,,212,,Economy,6960.48,0,Website,Check-Out,2025-04-04,3,1
AL514444,SpiceJet,2026,June,53,1,1,0,IND,261,,Economy,6650.68,0,Website,Check-Out,2026-08-03,1,2
AL500439,AirAsia India,2024,May,15,1,0,0,ARE,,,Premium Economy,14327.59,1,Airport Counter,Canceled,2024-06-07,1,1
AL514348,Air India,2026,August,6,1,0,0,QAT,156,,Economy,11455.83,1,Travel Agent,Canceled,2026-09-18,1,0
AL501020,AirAsia India,2025,September,82,1,0,0,MYS,110,,Economy,8346.2,0,Corporate Desk,Check-Out,2025-09-29,0,0
AL506621,Akasa Air,2024,October,92,1,0,0,IND,61,,Business,24471.34,0,Corporate Desk,Check-Out,2024-11-25,2,2
AL502780,SpiceJet,2024,June,40,2,1,1,IND,,,Economy,6148.38,0,Mobile App,Check-Out,2024-06-25,3,2
AL505259,SpiceJet,2024,July,118,1,0,0,THA,244,,Economy,3530.67,0,Corporate Desk,Check-Out,2024-07-20,3,0
AL504775,Vistara,2026,June,8,2,0,0,SGP,301,,Premium Economy,12845.54,1,Corporate Desk,Canceled,2026-07-27,3,2
AL513697,Air India,2026,February,15,2,0,0,IND,235,,Economy,4816.78,0,Corporate Desk,Check-Out,2026-03-10,3,1
AL501589,Air India,2025,November,87,4,2,0,QAT,175,,Premium Economy,10487.31,0,Website,Check-Out,2025-11-25,2,0
AL504284,Akasa Air,2024,November,97,2,2,0,IND,235,,Premium Economy,10830.27,0,Mobile App,Check-Out,2024-11-16,2,2
AL501569,Akasa Air,2025,June,25,1,1,0,LKA,128,,Economy,6909.44,1,Airport Counter,Canceled,2025-07-22,2,0
AL501762,Air India,2026,February,8,1,0,0,IND,92,,Economy,8962.83,0,Airport Counter,Check-Out,2026-03-20,2,1
AL510986,Air India,2024,December,11,2,0,0,IND,209,,Economy,10913.73,0,Website,Check-Out,2025-01-13,3,1
AL509438,Vistara,2025,December,70,2,0,0,USA,,,Economy,6751.01,1,Travel Agent,Canceled,2026-01-30,0,1
AL507543,Air India,2024,March,20,2,0,0,,246,,Economy,8955.82,0,Airport Counter,No-Show,2024-03-29,2,2
AL508602,Vistara,2025,March,24,2,0,0,USA,132,,Economy,7833.35,0,Airport Counter,Check-Out,2025-03-26,0,2
AL514466,Akasa Air,2024,February,72,2,0,0,IND,206,,Economy,7596.45,1,Airport Counter,Canceled,2024-02-16,0,0
AL501390,IndiGo,2025,June,119,1,3,0,GBR,254,,Business,34939.52,0,Travel Agent,Check-Out,2025-06-26,3,1
AL501475,Akasa Air,2024,December,89,2,0,0,ARE,15,,Economy,6919.91,1,Mobile App,Canceled,2024-12-05,3,1
AL506298,AirAsia India,2025,October,13,1,0,0,AUS,310,,First,34611.1,0,Airport Counter,Check-Out,2025-10-16,2,1
AL508848,Akasa Air,2024,February,30,1,0,0,IND,57,,Economy,12758.12,0,Corporate Desk,Check-Out,2024-04-01,0,0
AL512628,SpiceJet,2024,July,90,1,0,0,IND,28,,Business,33770.75,0,Mobile App,Check-Out,2024-08-12,3,2
AL502692,Air India,2025,July,90,4,0,0,THA,191,,Business,14322.96,1,Website,Canceled,2025-07-15,3,2
AL511625,AirAsia India,2025,August,17,2,0,0,USA,127,,Economy,8513.64,0,Corporate Desk,Check-Out,2025-09-26,1,2
AL510789,AirAsia India,2026,June,129,3,0,0,ARE,43,,Business,23723.25,0,Corporate Desk,Check-Out,2026-06-08,1,1
AL502574,Vistara,2025,September,103,1,0,0,DEU,160,,Economy,9268.81,0,Airport Counter,Check-Out,2025-10-20,2,1
AL500236,Akasa Air,2024,January,101,1,0,0,DEU,309,,Economy,5459.13,0,Website,Check-Out,2024-02-08,0,1
AL504809,AirAsia India,2026,March,41,1,NA,0,IND,325,,Economy,7177.07,0,Corporate Desk,Check-Out,2026-04-11,0,0
AL507784,Vistara,2025,May,40,1,0,0,LKA,283,,Economy,11157.7,1,Corporate Desk,Canceled,2025-05-19,3,2
AL510347,Vistara,2026,December,40,1,0,0,MYS,204,,Economy,6812.46,0,Airport Counter,Check-Out,2026-12-28,3,1
AL500503,SpiceJet,2026,September,10,1,0,0,IND,289,,Economy,6989.03,0,Mobile App,Check-Out,2026-10-06,1,1
AL506384,AirAsia India,2024,September,1,1,0,0,GBR,279,C811,Economy,8510.09,0,Mobile App,Check-Out,2024-10-16,0,2
AL504792,SpiceJet,2026,November,36,1,0,0,ARE,,,Premium Economy,17041.59,0,Travel Agent,Check-Out,2026-11-24,1,0
AL510941,IndiGo,2024,February,50,2,2,0,MYS,331,,Economy,11388.25,0,Airport Counter,Check-Out,2024-03-08,3,0
AL510645,AirAsia India,2025,November,34,1,0,0,IND,221,,First,65916.88,0,Website,Check-Out,2025-12-17,1,2
AL507469,Akasa Air,2024,September,18,2,0,0,NPL,39,,Premium Economy,16716.45,0,Corporate Desk,Check-Out,2024-10-14,1,2
AL511391,Air India,2024,March,20,1,0,0,IND,262,,Economy,8510.66,0,Website,Check-Out,2024-04-05,2,2
AL507155,AirAsia India,2026,January,95,1,0,0,,75,,Business,23015.62,0,Mobile App,Check-Out,2026-01-29,2,1
AL509933,SpiceJet,2026,January,27,2,0,0,GBR,,,Economy,8789.18,0,Mobile App,No-Show,2026-02-21,0,0
AL509875,Vistara,2026,June,43,1,0,0,IND,101,,Economy,8801.15,0,Travel Agent,Check-Out,2026-07-20,0,2
AL501381,Akasa Air,2025,September,94,1,0,0,IND,314,,Economy,10075.02,0,Mobile App,Check-Out,2025-10-27,3,0
AL509996,Vistara,2024,November,4,1,0,0,GBR,337,,First,38537.29,0,Travel Agent,Check-Out,2024-11-16,2,1
AL513780,Air India,2025,May,148,1,0,0,IND,242,,Premium Economy,18337.48,1,Website,Canceled,2025-06-05,2,1
AL502757,Akasa Air,2024,February,14,1,0,0,IND,,,Economy,4652.93,1,Travel Agent,Canceled,2024-02-24,0,0
AL500970,SpiceJet,2025,April,23,3,2,0,ARE,338,,Economy,5782.25,0,Corporate Desk,Check-Out,2025-05-14,3,2
AL506431,Air India,2026,January,81,1,0,0,IND,26,,Economy,9776.74,0,Travel Agent,Check-Out,2026-02-19,1,1
AL502180,Akasa Air,2024,February,10,3,0,0,ARE,178,,Economy,4793.33,0,Website,No-Show,2024-02-22,3,1
AL511500,IndiGo,2026,February,68,2,NA,0,USA,9,,Business,32663.32,0,Mobile App,Check-Out,2026-02-19,1,0
AL506561,Akasa Air,2025,September,1,2,0,0,QAT,16,,Economy,9031.97,0,Mobile App,Check-Out,2025-09-20,2,2
AL502335,SpiceJet,2025,August,73,1,0,0,USA,287,,Economy,8787.11,1,Corporate Desk,Canceled,2025-09-08,0,2
AL511639,AirAsia India,2026,May,12,1,0,0,ARE,215,,Premium Economy,4263.31,0,Airport Counter,Check-Out,2026-07-02,3,2
AL511696,AirAsia India,2025,February,80,1,2,0,ARE,152,,Business,35294.61,0,Website,Check-Out,2025-02-21,0,1
AL504672,AirAsia India,2026,September,3,1,0,0,QAT,273,,Economy,13339.87,0,Mobile App,Check-Out,2026-09-19,3,0
AL506250,IndiGo,2026,January,72,1,0,0,MYS,75,,Economy,10114.43,0,Corporate Desk,Check-Out,2026-02-16,0,1
AL503352,AirAsia India,2026,October,158,2,0,0,ARE,71,,Economy,9070.73,0,Airport Counter,Check-Out,2026-10-31,0,2
AL502658,IndiGo,2026,September,77,1,0,0,ARE,108,,Premium Economy,15453.06,0,Airport Counter,Check-Out,2026-09-07,1,0
AL505888,SpiceJet,2025,September,65,2,0,0,,306,,Economy,2932.64,0,Mobile App,Check-Out,2025-09-23,1,2
AL507178,Akasa Air,2025,September,12,1,NA,0,NPL,284,,Economy,8372.06,0,Travel Agent,Check-Out,2025-10-11,2,2
AL512112,Akasa Air,2024,February,12,1,0,0,IND,23,,Business,17784.22,0,Corporate Desk,Check-Out,2024-02-18,3,2
AL508957,Akasa Air,2026,November,33,2,0,0,NPL,104,,Business,32430.6,0,Mobile App,Check-Out,2026-12-08,0,0
AL507604,IndiGo,2025,January,90,1,0,0,THA,,,Economy,6979.25,0,Website,Check-Out,2025-02-15,2,1
AL505779,IndiGo,2024,June,67,1,0,0,MYS,313,,Economy,8785.5,1,Website,Canceled,2024-06-25,3,1
AL502300,Air India,2024,July,40,1,NA,0,THA,259,,Premium Economy,13207.65,0,Mobile App,No-Show,2024-07-19,3,2
AL506195,Akasa Air,2026,September,71,2,0,0,IND,313,,Economy,10287.88,0,Corporate Desk,Check-Out,2026-10-30,3,2
AL510398,Air India,2024,February,47,1,0,0,IND,,C838,Business,22845.47,0,Website,Check-Out,2024-03-28,3,1
AL512331,AirAsia India,2024,April,30,1,1,0,GBR,143,,Economy,9301.94,0,Website,Check-Out,2024-05-21,3,2
AL507538,SpiceJet,2024,November,16,1,0,0,THA,,,Business,41238.33,0,Website,Check-Out,2024-11-29,2,2
AL501908,AirAsia India,2024,May,32,2,0,0,GBR,36,,Premium Economy,14270.16,0,Corporate Desk,Check-Out,2024-06-23,3,1
AL502128,IndiGo,2026,August,2,2,0,0,,52,,Economy,11055.36,0,Mobile App,Check-Out,2026-09-19,1,0
AL501943,Vistara,2026,February,52,1,0,0,GBR,127,,Premium Economy,16499.73,0,Travel Agent,Check-Out,2026-02-05,0,2
AL515402,AirAsia India,2024,October,23,1,0,0,IND,300,,Economy,8763.91,0,Website,Check-Out,2024-10-28,1,0
AL515743,Air India,2025,December,59,1,0,0,IND,234,,Premium Economy,10343.2,0,Website,Check-Out,2026-01-11,2,1
AL512388,Akasa Air,2025,December,75,1,0,0,THA,29,,Economy,7684.29,0,Mobile App,Check-Out,2026-01-06,2,1
AL507099,Akasa Air,2026,April,15,1,0,0,ARE,8,,Economy,2591.16,0,Mobile App,Check-Out,2026-04-13,3,1
AL501547,Akasa Air,2026,December,29,2,0,0,QAT,325,,Economy,10752.37,0,Airport Counter,Check-Out,2027-01-10,3,2
AL506556,Vistara,2025,December,54,1,1,0,THA,3,,Economy,7161.34,0,Travel Agent,Check-Out,2025-12-30,0,2
AL507880,SpiceJet,2026,May,46,1,0,0,QAT,172,,Economy,8433.99,0,Corporate Desk,No-Show,2026-05-14,0,0
AL505653,SpiceJet,2026,November,173,2,0,0,IND,70,,Economy,12117.76,0,Mobile App,Check-Out,2026-12-26,3,0
AL504323,Akasa Air,2026,January,43,2,,0,,237,,Economy,6216.22,0,Corporate Desk,Check-Out,2026-01-24,1,0
AL514629,Akasa Air,2025,July,96,2,0,0,IND,97,,Economy,5448.86,1,Website,Canceled,2025-08-05,1,0
AL504846,IndiGo,2026,May,81,2,0,0,IND,203,,Business,15295.66,0,Airport Counter,Check-Out,2026-06-11,0,2
AL507379,SpiceJet,2025,August,14,2,0,0,NPL,23,,Economy,4410.75,0,Travel Agent,Check-Out,2025-08-31,1,0
AL500016,Air India,2024,February,31,1,0,0,IND,111,,Economy,8247.66,0,Corporate Desk,Check-Out,2024-02-18,1,1
AL505878,SpiceJet,2025,August,114,1,2,0,SGP,144,,Premium Economy,13877.55,0,Corporate Desk,Check-Out,2025-09-08,2,0
AL501061,IndiGo,2025,February,149,1,0,0,ARE,,,Economy,6132.51,0,Website,Check-Out,2025-02-05,3,1
AL502814,Vistara,2025,September,3,1,0,0,GBR,221,,Economy,8540.82,0,Website,Check-Out,2025-09-22,2,1
AL513110,IndiGo,2025,June,126,1,1,0,IND,80,,Economy,8565.85,0,Corporate Desk,Check-Out,2025-07-03,1,1
AL509422,SpiceJet,2025,October,72,2,0,0,IND,6,,Economy,6068.66,0,Corporate Desk,Check-Out,2025-11-07,1,1
AL504203,AirAsia India,2025,July,91,1,0,0,IND,,,Economy,4220.54,0,Corporate Desk,Check-Out,2025-07-20,0,2
AL506629,Air India,2024,August,76,1,0,0,DEU,78,,Premium Economy,16024.38,0,Travel Agent,Check-Out,2024-09-10,3,1
AL511542,IndiGo,2024,February,72,1,0,0,IND,,,Economy,8498.18,1,Mobile App,Canceled,2024-02-09,3,2
AL512698,Air India,2024,August,43,1,0,0,USA,207,,Business,19378.78,1,Corporate Desk,Canceled,2024-09-18,2,0
AL505818,Air India,2026,October,70,2,0,0,DEU,278,,Economy,3871.68,0,Website,Check-Out,2026-11-04,3,2
AL506711,IndiGo,2025,July,78,1,0,0,AUS,169,,Economy,5829.18,0,Travel Agent,Check-Out,2025-08-16,1,0
AL502706,Air India,2024,May,48,2,,0,IND,164,,Business,23209.11,0,Website,Check-Out,2024-06-17,2,1
AL502370,SpiceJet,2025,November,19,2,0,0,IND,256,,Economy,6258.43,0,Corporate Desk,Check-Out,2025-12-10,3,0
AL501570,AirAsia India,2026,February,51,1,0,0,QAT,217,,Economy,7834.29,0,Travel Agent,Check-Out,2026-03-11,2,0
AL503718,SpiceJet,2026,October,113,2,0,0,ARE,136,,Business,36483.87,0,Corporate Desk,Check-Out,2026-10-08,1,2
AL512299,IndiGo,2025,June,1,1,0,0,THA,,,Business,37389.8,0,Mobile App,Check-Out,2025-06-19,0,0
AL510500,Akasa Air,2025,October,56,2,0,0,DEU,22,,Economy,8367.41,1,Mobile App,Canceled,2025-11-29,3,2
AL514529,Vistara,2026,December,25,1,0,0,DEU,33,,Economy,NA,1,Travel Agent,Canceled,2027-01-25,0,2
AL511453,Akasa Air,2025,January,93,2,0,0,IND,197,,First,69215.62,0,Corporate Desk,Check-Out,2025-01-14,2,1
AL512428,SpiceJet,2025,September,38,1,0,0,USA,211,,Business,38991.34,1,Corporate Desk,Canceled,2025-10-01,0,0
AL512864,Air India,2024,May,3,1,0,0,IND,49,,Premium Economy,12212.78,0,Airport Counter,Check-Out,2024-05-26,2,1
AL502942,Akasa Air,2025,October,85,2,0,1,USA,83,,Economy,7204.34,0,Mobile App,Check-Out,2025-11-20,3,0
AL511546,IndiGo,2026,August,167,1,0,0,QAT,327,,Economy,9658.92,0,Mobile App,Check-Out,2026-09-07,0,1
AL506582,IndiGo,2025,September,77,1,0,0,USA,73,,Premium Economy,16283.24,0,Corporate Desk,Check-Out,2025-10-03,3,1
AL504239,AirAsia India,2024,August,71,2,0,0,ARE,335,,Economy,7330.69,0,Airport Counter,Check-Out,2024-08-29,3,0
AL506894,IndiGo,2024,September,56,2,0,0,ARE,63,,Premium Economy,15659.19,0,Travel Agent,Check-Out,2024-09-19,1,0
AL500872,Air India,2026,July,38,2,NA,0,LKA,172,,Economy,9421.26,1,Travel Agent,Canceled,2026-07-20,2,1
AL510493,IndiGo,2024,July,88,3,0,0,LKA,65,,Business,16269.99,0,Travel Agent,Check-Out,2024-08-15,1,1
AL504278,Air India,2024,February,61,2,0,0,USA,136,,Economy,11595.15,0,Corporate Desk,Check-Out,2024-02-13,0,2
AL515517,Air India,2025,February,43,2,NA,0,GBR,30,,Economy,11549.02,0,Airport Counter,Check-Out,2025-02-19,3,0
AL508630,IndiGo,2026,May,5,1,0,0,USA,209,,Economy,9740.84,0,Corporate Desk,Check-Out,2026-05-24,0,0
AL506806,Vistara,2024,March,122,1,0,0,IND,155,,Economy,5231.84,0,Website,No-Show,2024-03-14,2,0
AL513564,AirAsia India,2025,November,15,2,0,0,IND,48,,First,25445.75,0,Website,Check-Out,2025-11-26,1,2
AL507731,SpiceJet,2025,September,50,1,3,0,MYS,291,,Premium Economy,18610.24,1,Corporate Desk,Canceled,2025-09-19,3,1
AL510001,Air India,2026,August,9,2,0,0,IND,261,,Economy,5325.79,0,Mobile App,Check-Out,2026-09-21,0,0
AL511481,AirAsia India,2025,October,20,1,0,0,ARE,,,Business,7237.9,0,Corporate Desk,Check-Out,2025-11-28,0,2
AL509333,IndiGo,2024,March,6,1,0,0,USA,,,Economy,8865.32,0,Travel Agent,Check-Out,2024-03-29,0,0
AL501294,Akasa Air,2024,July,6,2,,0,IND,16,,Economy,6995.14,1,Corporate Desk,Canceled,2024-08-09,2,1
AL511770,Akasa Air,2024,October,16,1,0,0,AUS,132,,Premium Economy,13888.64,0,Airport Counter,Check-Out,2024-11-01,3,2
AL510297,Air India,2025,November,12,3,0,0,IND,239,,Economy,9087.63,1,Mobile App,Canceled,2025-12-06,0,2
AL506937,Vistara,2026,July,127,2,,0,SGP,102,,Business,20407.2,0,Travel Agent,Check-Out,2026-07-20,1,1
AL502924,SpiceJet,2026,February,102,2,0,0,IND,286,,Business,32626.65,0,Corporate Desk,Check-Out,2026-03-20,2,2
AL504828,Akasa Air,2025,May,39,1,0,0,QAT,123,,Premium Economy,19815.73,0,Website,Check-Out,2025-05-13,2,0
AL510140,SpiceJet,2024,December,40,1,0,0,AUS,,,Economy,5978.94,0,Travel Agent,Check-Out,2024-12-20,2,2
AL500947,Vistara,2025,September,110,1,0,0,IND,101,,Economy,4209.35,1,Website,Canceled,2025-10-02,0,0
AL515636,SpiceJet,2025,December,66,1,0,0,THA,275,,Economy,4794.97,0,Airport Counter,Check-Out,2025-12-18,3,1
AL503808,Akasa Air,2025,January,51,1,0,0,MYS,72,,Business,22075.33,0,Mobile App,Check-Out,2025-02-12,2,1
AL502488,Air India,2025,May,117,1,0,0,IND,58,,Economy,3848.25,0,Travel Agent,Check-Out,2025-06-02,0,2
AL505007,Akasa Air,2025,February,32,2,0,0,GBR,264,,Economy,7287.65,0,Airport Counter,Check-Out,2025-02-04,3,2
AL506350,SpiceJet,2025,December,30,1,0,0,AUS,67,,Business,32979.51,0,Airport Counter,Check-Out,2025-12-26,1,0
AL515761,Air India,2026,October,11,2,0,0,IND,118,,Economy,8384.23,0,Airport Counter,Check-Out,2026-11-30,0,0
AL504751,AirAsia India,2025,April,109,1,0,0,,189,,Economy,9241.16,0,Website,Check-Out,2025-05-26,0,0
AL512237,Vistara,2024,January,45,2,0,1,IND,106,,Economy,11697.96,0,Airport Counter,No-Show,2024-02-04,3,1
AL503815,SpiceJet,2025,October,12,1,0,1,NPL,85,,Business,43476.29,0,Mobile App,Check-Out,2025-11-02,1,0
AL503396,Air India,2026,February,89,1,0,0,LKA,54,,Economy,8641.98,0,Airport Counter,Check-Out,2026-03-02,2,1
AL507267,Vistara,2025,February,112,1,0,0,GBR,276,,Economy,7103.66,0,Website,No-Show,2025-02-22,3,0
AL504906,IndiGo,2025,July,14,1,0,0,USA,219,,Business,27210.66,0,Airport Counter,Check-Out,2025-07-27,1,2
AL512457,AirAsia India,2024,October,33,1,0,0,QAT,131,,Economy,10069.12,0,Travel Agent,Check-Out,2024-11-27,1,2
AL501661,Air India,2025,November,105,1,0,0,IND,14,,Premium Economy,17148.14,0,Travel Agent,Check-Out,2025-12-10,0,0
AL503534,Air India,2025,July,4,1,0,0,ARE,148,,Economy,6731.59,0,Airport Counter,Check-Out,2025-07-27,0,0
AL507222,Vistara,2025,March,1,2,0,0,MYS,167,,Economy,4897.83,0,Mobile App,Check-Out,2025-03-20,1,0
AL510759,Air India,2025,April,78,1,0,0,SGP,319,,Economy,4858.06,0,Airport Counter,Check-Out,2025-05-26,3,0
AL508948,SpiceJet,2026,August,91,1,0,0,,147,,Economy,8070.57,0,Airport Counter,Check-Out,2026-08-17,0,0
AL502965,SpiceJet,2026,December,52,2,0,0,QAT,10,,Economy,4698.15,0,Travel Agent,Check-Out,2027-01-14,3,0
AL500225,Vistara,2025,July,27,1,0,0,IND,166,,Economy,6851.95,0,Travel Agent,Check-Out,2025-08-15,3,2
AL512537,IndiGo,2025,December,139,1,0,0,IND,76,,Premium Economy,10258.45,0,Corporate Desk,No-Show,2026-01-11,0,2
AL502959,IndiGo,2024,March,30,4,0,0,IND,,,Business,13690.28,0,Mobile App,Check-Out,2024-04-13,3,0
AL502292,SpiceJet,2025,January,52,3,0,0,ARE,135,,Business,22415.24,1,Corporate Desk,Canceled,2025-02-13,1,1
AL503383,IndiGo,2026,May,115,1,0,0,DEU,,,Economy,7178.7,0,Airport Counter,No-Show,2026-05-26,1,1
AL509832,Air India,2025,June,1,3,0,0,ARE,,,Premium Economy,19039.39,0,Corporate Desk,Check-Out,2025-06-22,3,1
AL505392,Vistara,2025,September,105,2,0,0,,197,,Economy,7951.97,0,Travel Agent,Check-Out,2025-09-24,1,2
AL500588,Akasa Air,2026,October,76,1,0,0,IND,,,Economy,7507.91,0,Mobile App,Check-Out,2026-11-01,3,2
AL509325,Akasa Air,2026,July,84,4,0,0,SGP,,,Economy,4785.93,0,Mobile App,Check-Out,2026-08-10,0,0
AL513230,Akasa Air,2025,September,69,2,0,0,IND,63,,Economy,7355.17,0,Airport Counter,No-Show,2025-10-11,0,1
AL506424,AirAsia India,2024,February,17,1,0,0,SGP,85,,Economy,8769.41,0,Travel Agent,Check-Out,2024-03-13,0,2
AL508650,Air India,2024,August,33,1,0,0,ARE,74,,Economy,4898.31,0,Travel Agent,Check-Out,2024-09-08,2,1
AL509183,IndiGo,2024,February,91,2,0,0,IND,329,,Economy,11333.63,1,Website,Canceled,2024-02-17,0,1
AL515048,Akasa Air,2025,May,87,1,0,0,IND,298,,Premium Economy,10746.87,0,Website,Check-Out,2025-06-08,3,1
AL502503,AirAsia India,2026,December,85,2,1,0,IND,271,,Economy,3025.1,0,Website,Check-Out,2027-01-22,3,1
AL510051,Akasa Air,2026,July,130,1,0,0,SGP,,,Economy,9298.75,0,Corporate Desk,No-Show,2026-08-04,1,1
AL510216,IndiGo,2025,May,23,4,0,0,ARE,266,,Economy,6577.17,0,Corporate Desk,Check-Out,2025-06-05,1,2
AL503491,Air India,2025,September,93,3,0,0,LKA,,,Economy,9177.36,1,Mobile App,Canceled,2025-10-15,2,1
AL505299,Akasa Air,2025,July,84,1,0,0,IND,107,,Economy,6099.69,1,Corporate Desk,Canceled,2025-08-05,0,1
AL511055,Air India,2026,March,7,1,0,0,LKA,18,,Economy,5393.02,0,Airport Counter,Check-Out,2026-03-25,0,0
AL503196,IndiGo,2024,March,74,2,0,0,MYS,323,,Economy,5278.24,0,Website,Check-Out,2024-04-21,2,0
AL504817,Akasa Air,2025,August,63,2,0,0,ARE,,,Economy,6761.14,0,Website,Check-Out,2025-09-13,3,1
AL505674,IndiGo,2026,September,65,1,0,0,ARE,222,,Premium Economy,15061.21,0,Mobile App,Check-Out,2026-10-08,0,2
AL513359,Vistara,2024,March,28,2,0,0,MYS,241,,Economy,8856.88,0,Corporate Desk,Check-Out,2024-03-31,1,0
AL514817,Akasa Air,2024,January,2,2,0,1,IND,25,,Premium Economy,18529.41,0,Travel Agent,Check-Out,2024-01-20,3,0
AL509479,Vistara,2025,July,26,3,NA,0,USA,90,,Economy,5265.64,0,Airport Counter,Check-Out,2025-07-19,3,2
AL501419,SpiceJet,2024,August,140,1,0,0,IND,47,,Economy,7412.47,1,Airport Counter,Canceled,2024-08-30,0,1
AL510059,Air India,2024,May,49,1,0,0,IND,209,,Economy,11062.63,1,Travel Agent,Canceled,2024-06-22,1,2
AL507459,IndiGo,2025,August,46,4,0,0,IND,171,,Premium Economy,13395.03,1,Travel Agent,Canceled,2025-09-23,1,1
AL505787,SpiceJet,2025,January,53,2,0,0,IND,215,,Economy,10690.89,0,Mobile App,Check-Out,2025-01-25,3,2
AL509828,IndiGo,2026,September,28,1,0,0,SGP,,,Economy,5435.27,0,Website,Check-Out,2026-10-12,0,2
AL509445,SpiceJet,2025,January,70,1,1,0,IND,90,,Economy,12382.81,0,Corporate Desk,Check-Out,2025-02-06,1,2
AL503028,SpiceJet,2026,August,50,1,0,0,ARE,221,,First,42217.65,0,Travel Agent,Check-Out,2026-09-06,0,2
AL509774,SpiceJet,2025,October,72,1,,0,IND,281,,Economy,10477.83,0,Travel Agent,Check-Out,2025-11-27,2,0
AL512869,IndiGo,2025,September,25,2,0,0,GBR,261,,Premium Economy,8980.37,0,Mobile App,Check-Out,2025-10-13,1,2
AL503097,AirAsia India,2026,May,73,2,0,0,QAT,117,,Economy,7051.08,0,Airport Counter,Check-Out,2026-05-27,3,1
AL508813,Akasa Air,2025,February,113,1,0,0,ARE,39,,Premium Economy,10610.97,0,Travel Agent,Check-Out,2025-02-25,3,2
AL503125,SpiceJet,2024,November,140,2,0,0,ARE,69,,Economy,8290.51,0,Corporate Desk,Check-Out,2024-11-09,1,2
AL510949,IndiGo,2024,March,60,2,0,0,IND,123,,Business,26358.86,0,Travel Agent,Check-Out,2024-04-18,1,0
AL513813,IndiGo,2025,July,79,1,0,0,THA,126,,Premium Economy,22972.15,0,Corporate Desk,Check-Out,2025-07-23,1,0
AL515708,Akasa Air,2026,January,117,1,0,0,GBR,88,,Economy,9981.47,0,Website,Check-Out,2026-01-17,3,1
AL507472,IndiGo,2026,June,39,2,0,0,IND,260,,Economy,4513.82,0,Travel Agent,Check-Out,2026-07-13,0,0
AL509682,AirAsia India,2025,January,5,1,1,0,IND,90,C984,Economy,7265.51,0,Website,No-Show,2025-02-18,0,2
